customer_identifier,total_transactions,average_spend,item_in_basket,treatment,total_transactions_post,average_spend_post
3656560,24,68.02,21,0,24,68.02
4718965,34,87.22,20,0,33,87.22
4856326,28,76.89,14,0,27,76.89
5227439,29,80.99,13,0,28,80.99
3120643,44,61.91,15,0,43,61.91
3001582,26,73.11,17,0,26,73.11
4112058,27,66.79,19,0,26,66.79
3023377,20,69.69,11,0,20,69.69
4602733,27,79.75,23,0,26,79.75
4169998,38,61.56,15,0,37,61.56
3963817,29,82.61,19,0,28,82.61
3266489,35,80.24,15,0,34,80.24
4945953,33,71.66,19,0,32,71.66
4202307,32,79.65,15,0,31,79.65
3048236,30,57.37,14,0,29,57.37
3432520,24,66.9,20,0,24,66.9
3388451,30,73.49,26,0,29,73.49
4502346,38,69.7,20,0,37,69.7
3339759,33,65.3,23,0,32,65.3
4371405,40,67.45,12,0,39,67.45
4020161,28,75.41,23,0,27,75.41
5298256,32,72.39,14,0,31,72.39
3207204,37,75.71,15,0,36,75.71
4805228,23,63.63,13,0,23,63.63
3334847,27,68.4,13,0,26,68.4
4638325,34,62.53,17,0,33,62.53
3441321,31,69.38,17,0,30,69.38
4628869,36,88.52,20,0,35,88.52
3750729,30,78.68,12,0,29,78.68
5456754,26,74.15,23,0,26,74.15
4079766,24,89.27,19,0,24,89.27
5437896,33,71.71,12,0,32,71.71
3352248,28,77.2,14,0,27,77.2
5329648,26,77.51,15,0,26,77.51
3006317,29,71.41,20,0,28,71.41
3277983,30,76.55,23,0,29,76.55
4434786,17,82.58,17,0,17,82.58
3386272,25,79.26,17,0,25,79.26
5298110,30,75.04,13,0,29,75.04
4379844,30,85.74,16,0,29,85.74
4871242,27,78.06,12,0,26,78.06
3037856,32,87.76,17,0,31,87.76
3177830,24,84.49,11,0,24,84.49
3482214,23,83.87,25,0,23,83.87
3976229,26,76.84,15,0,26,76.84
4890107,42,65.1,17,0,41,65.1
3589241,32,70.48,15,0,31,70.48
5181844,33,71.96,9,0,32,71.96
4795842,39,81.91,13,0,38,81.91
4140550,29,93.51,19,0,28,93.51
4760889,27,81.26,19,0,26,81.26
5332439,27,73.91,15,0,26,73.91
3481419,31,83.1,18,0,30,83.1
4788050,22,76.59,20,0,22,76.59
3917055,43,81.47,21,0,42,81.47
3865538,32,83.53,18,0,31,83.53
4957928,24,66.5,11,0,24,66.5
3427809,18,73.65,19,0,18,73.65
4714718,36,74.27,18,0,35,74.27
3071952,32,80.95,16,0,31,80.95
3095113,36,73.29,21,0,35,73.29
5341746,32,70.38,26,0,31,70.38
4115317,32,73.8,22,0,31,73.8
3144135,27,73.79,20,0,26,73.79
4199133,31,77.4,17,0,30,77.4
3638229,25,67.05,20,0,25,67.05
5351921,27,83.33,17,0,26,83.33
5013041,36,83.91,20,0,35,83.91
4844528,38,70.09,11,0,37,70.09
4650073,21,72.67,12,0,21,72.67
3892851,25,67.74,14,0,25,67.74
5215938,22,74.66,11,0,22,74.66
3955317,28,77.65,18,0,27,77.65
3886319,35,79.46,18,0,34,79.46
4052213,33,76.29,21,0,32,76.29
4997620,24,89.99,11,0,24,89.99
4816379,17,68.7,11,0,17,68.7
3604056,32,83.43,7,0,31,83.43
4918051,31,71.18,13,0,30,71.18
3741698,32,74.57,16,0,31,74.57
4594914,27,75.22,16,0,26,75.22
4441128,23,71.45,19,0,23,71.45
4486010,24,87.64,14,0,24,87.64
4125311,35,77.02,18,0,34,77.02
3584688,16,85.16,19,0,16,85.16
4727180,39,68.65,20,0,38,68.65
5065981,33,77.12,11,0,32,77.12
3763773,28,74,12,0,27,74
4316930,35,60.82,17,0,34,60.82
4696347,30,77.32,12,0,29,77.32
5454958,20,67.63,16,0,20,67.63
5425289,24,67.12,25,0,24,67.12
3620966,28,72.32,15,0,27,72.32
4613418,35,84.2,15,0,34,84.2
3096682,22,64.15,20,0,22,64.15
4788678,35,81.3,28,0,34,81.3
4905220,33,82.13,19,0,32,82.13
3011335,41,85.02,14,0,40,85.02
4772487,35,60.68,14,0,34,60.68
4455270,21,90.94,16,0,21,90.94
3886592,29,64.58,15,0,28,64.58
3485531,27,80.98,18,0,26,80.98
3438862,34,78.67,15,0,33,78.67
4740669,29,62.29,7,0,28,62.29
3568497,34,72.01,14,0,33,72.01
4432765,32,59.92,13,0,31,59.92
4701381,39,82.35,18,0,38,82.35
3660898,38,75.88,16,0,37,75.88
3296795,35,78.67,15,0,34,78.67
3726631,23,79.95,19,0,23,79.95
3455484,29,70.69,22,0,28,70.69
3924166,31,75.12,16,0,30,75.12
4540040,28,71.21,15,0,27,71.21
4747598,36,73.9,14,0,35,73.9
4142844,23,75.53,17,0,23,75.53
5110774,34,74.7,17,0,33,74.7
4000327,31,83.75,22,0,30,83.75
5223006,38,62.91,16,0,37,62.91
4353389,17,77.72,10,0,17,77.72
4402730,31,79.51,15,0,30,79.51
4422256,22,83.76,18,0,22,83.76
4165360,38,76.65,16,0,37,76.65
5239259,20,64.81,10,0,20,64.81
4414518,33,90.2,17,0,32,90.2
4520529,29,69.43,21,0,28,69.43
3799853,28,74.56,11,0,27,74.56
4136352,30,79.26,22,0,29,79.26
4967782,28,91.59,19,0,27,91.59
4651660,35,61.27,12,0,34,61.27
4368535,40,82.01,19,0,39,82.01
4562066,33,82.49,18,0,32,82.49
5149808,35,77.68,11,0,34,77.68
5283760,31,69.91,16,0,30,69.91
4629928,27,83.73,17,0,26,83.73
3895693,26,80.67,22,0,26,80.67
4876351,22,66.11,16,0,22,66.11
3493858,24,78.07,14,0,24,78.07
3769430,33,83.17,19,0,32,83.17
3574997,22,54.81,25,0,22,54.81
4585350,34,78.85,18,0,33,78.85
5067700,42,86.55,15,0,41,86.55
3558545,29,75.52,13,0,28,75.52
3207977,30,65.35,13,0,29,65.35
3582724,32,70.46,15,0,31,70.46
3002517,40,77.45,14,0,39,77.45
5078738,34,85.32,24,0,33,85.32
5344825,39,66.79,18,0,38,66.79
4005950,25,70.26,20,0,25,70.26
4314427,27,77.87,10,0,26,77.87
4312397,40,73.11,17,0,39,73.11
5238666,27,72.07,29,0,26,72.07
3982326,21,66.09,22,0,21,66.09
4074263,44,86.69,17,0,43,86.69
4304211,17,73.46,18,0,17,73.46
3928137,26,71.94,19,0,26,71.94
4465948,31,73.5,19,0,30,73.5
4429139,32,70.71,8,0,31,70.71
4349048,31,74.5,16,0,30,74.5
3515392,31,77.69,16,0,30,77.69
3829555,31,78.36,10,0,30,78.36
5170664,34,61,24,0,33,61
5202259,29,78.81,20,0,28,78.81
3545002,28,85.29,20,0,27,85.29
3453056,37,75.41,20,0,36,75.41
3706925,34,70.12,29,0,33,70.12
3854391,32,67.24,20,0,31,67.24
5099561,38,65.37,13,0,37,65.37
3943206,20,89.85,14,0,20,89.85
4005867,37,83.2,14,0,36,83.2
3903210,24,80.65,23,0,24,80.65
4760789,28,67.78,17,0,27,67.78
3585814,26,79.63,19,0,26,79.63
4760308,38,74.22,18,0,37,74.22
4896008,28,72.63,17,0,27,72.63
4251020,31,74.13,20,0,30,74.13
4157184,23,74.85,15,0,23,74.85
5084998,23,70.4,20,0,23,70.4
4404630,21,59.89,22,0,21,59.89
4606142,37,95.21,14,0,36,95.21
4199810,27,81.78,12,0,26,81.78
4150933,32,64.57,19,0,31,64.57
5136655,33,79.96,16,0,32,79.96
4459456,33,72.12,14,0,32,72.12
3808553,38,70.89,14,0,37,70.89
4090807,35,86.84,8,0,34,86.84
4946936,26,83.58,15,0,26,83.58
3804090,27,86.6,19,0,26,86.6
3887376,24,69.93,9,0,24,69.93
3454099,25,77.85,14,0,25,77.85
3766481,26,72,17,0,26,72
3898831,44,76.88,18,0,43,76.88
5463684,33,76.36,18,0,32,76.36
4853704,40,71.94,17,0,39,71.94
4707110,23,67.02,17,0,23,67.02
3053084,29,68.59,24,0,28,68.59
5098319,28,71.02,15,0,27,71.02
4061363,32,62.61,16,0,31,62.61
4024260,33,70.12,17,0,32,70.12
4816280,32,74.23,18,0,31,74.23
5360894,24,71.84,13,0,24,71.84
3367675,29,89.9,12,0,28,89.9
4883077,37,73.47,18,0,36,73.47
4790798,32,77.16,17,0,31,77.16
4568715,26,70.95,19,0,26,70.95
3673229,28,74.3,14,0,27,74.3
5304426,31,89.34,11,0,30,89.34
3934016,24,78.32,23,0,24,78.32
3184221,29,65.06,16,0,28,65.06
4071311,28,69.64,15,0,27,69.64
3387467,29,74.39,18,0,28,74.39
4685082,33,80.87,24,0,32,80.87
4431963,34,84.28,19,0,33,84.28
4084377,42,74.95,19,0,41,74.95
5114548,31,87.05,15,0,30,87.05
4525258,30,76.57,15,0,29,76.57
4236249,23,75.51,21,0,23,75.51
5101168,23,79.12,17,0,23,79.12
4802570,33,64.36,22,0,32,64.36
4948684,23,63.93,20,0,23,63.93
4370119,27,73.35,19,0,26,73.35
4591666,32,75.01,15,0,31,75.01
4642034,24,83.49,19,0,24,83.49
5254829,36,78.84,20,0,35,78.84
5336505,30,86.09,16,0,29,86.09
4684380,29,69.64,21,0,28,69.64
3024498,27,73.86,18,0,26,73.86
4563800,25,63.82,19,0,25,63.82
3168099,31,72.43,12,0,30,72.43
4453151,30,76.81,12,0,29,76.81
3990229,25,67.29,23,0,25,67.29
4355514,37,79.24,20,0,36,79.24
3710069,28,79.63,12,0,27,79.63
3935350,25,72.35,20,0,25,72.35
3104902,32,66.03,19,0,31,66.03
3630280,30,74.9,14,0,29,74.9
4115166,27,78.4,24,0,26,78.4
5366525,27,73.66,16,0,26,73.66
3241259,34,71.45,16,0,33,71.45
3449600,28,75.78,11,0,27,75.78
4931078,26,71.11,19,0,26,71.11
5270185,27,71.7,20,0,26,71.7
3365284,21,84.41,11,0,21,84.41
4255993,32,92.08,14,0,31,92.08
4091718,28,81.56,18,0,27,81.56
3792374,22,92.73,16,0,22,92.73
3017496,37,76.74,19,0,36,76.74
3662037,37,80.77,15,0,36,80.77
4532996,29,77.55,14,0,28,77.55
3373366,33,76.98,13,0,32,76.98
4883728,28,64.89,15,0,27,64.89
5149294,26,74.17,13,0,26,74.17
4734706,25,63.46,18,0,25,63.46
4743834,25,76.32,15,0,25,76.32
3330365,32,73.25,13,0,31,73.25
3626916,29,77.47,20,0,28,77.47
3240656,26,72.95,17,0,26,72.95
5266794,38,66.46,13,0,37,66.46
3204507,17,76.76,14,0,17,76.76
4234158,37,71.03,20,0,36,71.03
4148993,28,66.56,16,0,27,66.56
4390186,21,69.16,21,0,21,69.16
5425571,43,84.33,17,0,42,84.33
3689741,31,67.7,23,0,30,67.7
4044526,37,75.99,17,0,36,75.99
5119275,23,79.31,11,0,23,79.31
4803746,42,73.24,22,0,41,73.24
4423172,25,91.79,21,0,25,91.79
4370652,39,68.56,22,0,38,68.56
4356229,31,82.43,15,0,30,82.43
3584406,34,82.68,19,0,33,82.68
4667249,33,72.46,16,0,32,72.46
5116152,31,75.32,18,0,30,75.32
4210412,26,64.91,18,0,26,64.91
3800250,21,72.52,13,0,21,72.52
3778943,28,77.13,11,0,27,77.13
4324782,26,75.36,21,0,26,75.36
4487923,31,68.38,16,0,30,68.38
3085263,32,71.62,11,0,31,71.62
3645810,37,72.53,15,0,36,72.53
5328887,25,77.45,17,0,25,77.45
3805066,40,85.23,16,0,39,85.23
5432269,28,71.77,14,0,27,71.77
3683761,27,73.13,18,0,26,73.13
5283820,22,73.28,20,0,22,73.28
5489417,29,83.84,14,0,28,83.84
5292766,35,68.16,10,0,34,68.16
3489857,39,81.29,15,0,38,81.29
3942862,35,85.35,17,0,34,85.35
5462452,29,78.43,19,0,28,78.43
3655456,30,70.95,20,0,29,70.95
4980601,33,81.27,18,0,32,81.27
4429991,31,71.43,19,0,30,71.43
4669566,24,76.46,14,0,24,76.46
3304792,26,75.67,25,0,26,75.67
4647113,28,65,17,0,27,65
5154765,29,63.85,10,0,28,63.85
3946291,31,68.64,17,0,30,68.64
5010441,28,76.51,14,0,27,76.51
3006144,33,68.38,18,0,32,68.38
3698462,36,78.08,16,0,35,78.08
5009174,38,74.91,17,0,37,74.91
4740520,24,79.4,18,0,24,79.4
3857863,26,72.52,7,0,26,72.52
3155202,32,80.43,17,0,31,80.43
3947665,37,75.98,24,0,36,75.98
3933105,30,64.72,20,0,29,64.72
4119825,33,72.83,10,0,32,72.83
4878882,25,77.87,17,0,25,77.87
4043393,24,73.67,13,0,24,73.67
4183391,28,71.87,18,0,27,71.87
4301294,24,73.47,16,0,24,73.47
3647440,38,77.97,24,0,37,77.97
4160553,30,58.44,24,0,29,58.44
5112370,26,67.61,18,0,26,67.61
3678733,33,68.28,25,0,32,68.28
3849625,26,61.35,14,0,26,61.35
3632415,24,81.04,14,0,24,81.04
4916598,34,66.06,11,0,33,66.06
4948407,27,73.04,12,0,26,73.04
3217278,31,74.38,14,0,30,74.38
3603555,32,70.68,21,0,31,70.68
3257632,28,83.96,17,0,27,83.96
4755238,20,75.47,18,0,20,75.47
4218497,30,70.67,18,0,29,70.67
4930538,37,81.37,15,0,36,81.37
4765332,30,69.8,11,0,29,69.8
3084722,37,82.03,16,0,36,82.03
3896682,24,71.39,22,0,24,71.39
3124630,27,79.75,17,0,26,79.75
4366837,32,75.72,14,0,31,75.72
3190719,34,79.57,15,0,33,79.57
4576559,32,76.33,23,0,31,76.33
5348807,30,87.59,15,0,29,87.59
4110554,31,86.91,22,0,30,86.91
3451970,29,68.84,20,0,28,68.84
3006884,32,69.19,19,0,31,69.19
4987016,30,76.41,20,0,29,76.41
5086364,32,81.48,17,0,31,81.48
3337801,34,56.6,21,0,33,56.6
3643382,19,77.07,22,0,19,77.07
3813063,26,71.26,14,0,26,71.26
3586717,33,76.89,14,0,32,76.89
5368277,40,83.1,12,0,39,83.1
4031444,29,74.26,19,0,28,74.26
5204285,38,64.73,15,0,37,64.73
4726360,28,89.09,10,0,27,89.09
4693314,24,78.4,16,0,24,78.4
5187261,22,67.86,16,0,22,67.86
5432881,37,69.5,18,0,36,69.5
4818835,35,79.43,14,0,34,79.43
4133459,39,77.08,18,0,38,77.08
4176860,30,63.51,22,0,29,63.51
4183176,33,70.64,23,0,32,70.64
3557832,29,77.4,16,0,28,77.4
5259711,27,80.57,17,0,26,80.57
5002013,30,77.42,22,0,29,77.42
4161195,29,74.16,23,0,28,74.16
4967673,30,72.83,22,0,29,72.83
3725535,30,73.48,18,0,29,73.48
3365785,32,65.86,16,0,31,65.86
4737210,34,66.07,18,0,33,66.07
4616961,35,77.58,24,0,34,77.58
5336373,30,80.36,13,0,29,80.36
5000128,35,77.46,15,0,34,77.46
4759786,29,69.08,18,0,28,69.08
4593172,39,56.76,14,0,38,56.76
3408814,34,79.24,14,0,33,79.24
4600915,23,76.23,23,0,23,76.23
4400714,26,87.17,15,0,26,87.17
4120513,21,69.31,17,0,21,69.31
4820115,30,74.55,10,0,29,74.55
3635816,29,73.42,18,0,28,73.42
3169316,38,85,16,0,37,85
3850894,21,67.53,18,0,21,67.53
4623809,37,78.5,22,0,36,78.5
3470307,34,78.56,20,0,33,78.56
3793469,30,70.6,16,0,29,70.6
5394247,44,79.15,19,0,43,79.15
4625482,24,71.08,16,0,24,71.08
4964087,24,75.53,15,0,24,75.53
3983078,44,75.28,21,0,43,75.28
4780281,43,77.77,18,0,42,77.77
3688974,30,71.97,18,0,29,71.97
4532730,35,69.59,21,0,34,69.59
4727464,42,68.08,15,0,41,68.08
3386410,35,77.41,15,0,34,77.41
5391448,23,81.28,13,0,23,81.28
3862920,29,69.53,21,0,28,69.53
3600424,35,72.56,12,0,34,72.56
4026162,22,63.35,13,0,22,63.35
4724893,33,68.22,13,0,32,68.22
5367312,29,73.07,24,0,28,73.07
4908979,21,85.12,13,0,21,85.12
3916998,26,62.11,15,0,26,62.11
3900875,24,87.98,9,0,24,87.98
4797086,29,77.32,20,0,28,77.32
5147460,34,69.84,18,0,33,69.84
3715234,23,77.3,17,0,23,77.3
4318839,25,72.47,13,0,25,72.47
4960296,31,77.7,8,0,30,77.7
3779480,33,70.49,11,0,32,70.49
4107886,33,88.14,18,0,32,88.14
5229978,34,80.15,13,0,33,80.15
4360042,23,70.05,14,0,23,70.05
4127460,28,73.77,19,0,27,73.77
4846434,37,85.54,22,0,36,85.54
4201033,28,67.35,22,0,27,67.35
3984453,40,71.88,10,0,39,71.88
4821669,31,59.13,19,0,30,59.13
3585759,33,69.19,15,0,32,69.19
4255047,24,64.71,21,0,24,64.71
5134442,26,71.45,23,0,26,71.45
4654376,40,66.49,13,0,39,66.49
3316979,41,74.94,24,0,40,74.94
3566387,30,79.95,23,0,29,79.95
4630870,27,68.16,22,0,26,68.16
4485699,38,75.3,15,0,37,75.3
4898050,28,73.26,11,0,27,73.26
5248365,26,76.43,17,0,26,76.43
4199883,35,74.95,22,0,34,74.95
4530211,31,76.15,18,0,30,76.15
5223941,35,73.22,11,0,34,73.22
3816755,31,68.78,13,0,30,68.78
5369368,29,75.76,10,0,28,75.76
4269033,26,70.07,18,0,26,70.07
4089083,29,78.87,20,0,28,78.87
3380253,29,77.53,16,0,28,77.53
3874566,25,65.55,10,0,25,65.55
4080931,29,81.54,19,0,28,81.54
3915130,36,60.44,23,0,35,60.44
5065783,28,75.79,22,0,27,75.79
3907881,30,82.88,15,0,29,82.88
3673716,32,86.41,11,0,31,86.41
5310664,28,71.09,19,0,27,71.09
5238945,30,75.8,21,0,29,75.8
3488593,37,72.76,16,0,36,72.76
3433827,32,74.17,16,0,31,74.17
4832256,32,79.36,14,0,31,79.36
4709732,31,80.05,13,0,30,80.05
4688589,35,86.79,13,0,34,86.79
5017049,27,68.41,16,0,26,68.41
3725228,38,75.74,10,0,37,75.74
3798400,28,75.57,19,0,27,75.57
4944067,40,79.23,17,0,39,79.23
4752447,39,87.11,12,0,38,87.11
4159361,32,67.82,19,0,31,67.82
4463655,30,58.85,20,0,29,58.85
4806447,32,72.65,19,0,31,72.65
5330264,24,81.9,23,0,24,81.9
5450350,34,68.29,16,0,33,68.29
3069566,37,65.18,13,0,36,65.18
4069702,23,70.13,25,0,23,70.13
4652562,29,74.83,13,0,28,74.83
5353895,19,80.9,20,0,19,80.9
4907970,30,82.97,27,0,29,82.97
3395651,29,76.64,23,0,28,76.64
3084506,22,69.81,11,0,22,69.81
3316544,32,78.55,18,0,31,78.55
3134837,32,79.97,26,0,31,79.97
3359645,31,69.4,22,0,30,69.4
3303376,23,68.42,25,0,23,68.42
3671830,41,70.27,18,0,40,70.27
3777036,25,75.95,17,0,25,75.95
5312144,24,80.5,18,0,24,80.5
3405815,19,77.53,11,0,19,77.53
5306292,29,79.77,11,0,28,79.77
4360321,30,85.16,24,0,29,85.16
5355762,34,70.52,13,0,33,70.52
3244435,30,66.9,22,0,29,66.9
3234170,25,74.47,19,0,25,74.47
4147149,27,67.37,10,0,26,67.37
3607006,36,84.61,20,0,35,84.61
3430008,31,71.39,16,0,30,71.39
4089143,30,74.66,19,0,29,74.66
3201714,27,64.59,16,0,26,64.59
5296599,31,84,18,0,30,84
5382422,30,75.17,12,0,29,75.17
5440518,33,76,18,0,32,76
3207463,35,85.1,11,0,34,85.1
5233098,36,64.99,24,0,35,64.99
3289100,29,74.09,22,0,28,74.09
3069725,41,89.36,19,0,40,89.36
5486035,34,76.26,23,0,33,76.26
4418525,23,74.03,20,0,23,74.03
3524914,35,80.88,16,0,34,80.88
5317166,23,75.49,18,0,23,75.49
5209495,33,83.29,18,0,32,83.29
3812012,34,86.21,11,0,33,86.21
3021257,30,78.28,10,0,29,78.28
4404759,26,63.11,22,0,26,63.11
3224584,27,76.85,15,0,26,76.85
4007202,41,81.56,17,0,40,81.56
3287325,23,79.06,14,0,23,79.06
3432510,21,76.27,12,0,21,76.27
4302929,29,73.24,20,0,28,73.24
4902905,36,73.35,13,0,35,73.35
4652263,36,71.63,17,0,35,71.63
5161175,28,88.36,11,0,27,88.36
3842290,28,72.53,16,0,27,72.53
4599078,35,75.02,17,0,34,75.02
3053979,32,81.15,28,0,31,81.15
3025016,28,65.18,17,0,27,65.18
3115145,35,77.92,24,0,34,77.92
5051773,26,79.44,14,0,26,79.44
3143505,38,89.9,15,0,37,89.9
3033325,32,74.2,19,0,31,74.2
3703271,31,78.23,20,0,30,78.23
4471854,36,69.68,26,0,35,69.68
4633594,30,71.95,23,0,29,71.95
4976875,36,72.09,23,0,35,72.09
5124977,29,81.59,23,0,28,81.59
3958844,33,76.58,16,0,32,76.58
3802169,25,69.27,18,0,25,69.27
4728804,29,86.54,18,0,28,86.54
4826232,25,72.81,17,0,25,72.81
3350385,34,80.16,20,0,33,80.16
4596544,32,79.62,22,0,31,79.62
4404140,32,77.6,20,0,31,77.6
5355154,32,60.59,17,0,31,60.59
4483029,28,62.28,20,0,27,62.28
3568606,20,79.06,24,0,20,79.06
3973243,26,73.69,15,0,26,73.69
4123894,31,67.62,17,0,30,67.62
5391282,27,71.58,21,0,26,71.58
3768346,40,69.96,22,0,39,69.96
3496321,26,78.73,21,0,26,78.73
4106249,25,76.78,17,0,25,76.78
3965156,28,82,16,0,27,82
5480871,22,75.7,21,0,22,75.7
3035568,36,65.96,14,0,35,65.96
4974225,38,86.42,19,0,37,86.42
4185258,40,81.12,10,0,39,81.12
3884771,25,77.99,11,0,25,77.99
3077690,36,82.59,15,0,35,82.59
3527713,22,72.71,18,0,22,72.71
5056402,33,67.58,20,0,32,67.58
3846089,28,73.18,16,0,27,73.18
4612438,28,73.69,28,0,27,73.69
4291217,37,61.5,16,0,36,61.5
5173555,41,79.1,19,0,40,79.1
5422229,32,74.67,11,0,31,74.67
3560251,32,86.33,16,0,31,86.33
3105998,35,73.32,15,0,34,73.32
4045770,20,76.11,15,0,20,76.11
4248521,34,76.21,19,0,33,76.21
3050622,38,77.49,24,0,37,77.49
4032885,23,58.62,15,0,23,58.62
4317746,26,77.27,23,0,26,77.27
5015282,35,67.93,20,0,34,67.93
3800081,38,71.57,16,0,37,71.57
3653139,32,72.01,20,0,31,72.01
4380642,29,80.49,15,0,28,80.49
3744272,30,71.46,15,0,29,71.46
5276905,37,74.49,14,0,36,74.49
3603102,29,68.82,17,0,28,68.82
3355775,30,79.63,7,0,29,79.63
3738545,32,66.54,17,0,31,66.54
3578448,26,69.21,24,0,26,69.21
4167658,27,68.85,16,0,26,68.85
3507071,49,62.96,14,0,48,62.96
3712374,37,67.47,11,0,36,67.47
3244419,35,83.81,8,0,34,83.81
4031035,29,82.03,18,0,28,82.03
3092977,27,73.51,22,0,26,73.51
3537093,38,65.48,17,0,37,65.48
3977797,38,84.01,11,0,37,84.01
3786358,24,68.09,11,0,24,68.09
4207146,39,78.88,14,0,38,78.88
3824270,19,74.06,20,0,19,74.06
3037189,24,78.16,20,0,24,78.16
5152272,30,64.43,15,0,29,64.43
5056454,27,75.75,13,0,26,75.75
4391838,35,76.78,14,0,34,76.78
3567549,30,71.11,17,0,29,71.11
4185074,29,82.35,18,0,28,82.35
4624828,31,66.73,18,0,30,66.73
4501513,32,79.01,16,0,31,79.01
3349487,35,85.78,20,0,34,85.78
4655123,20,77.91,15,0,20,77.91
4399204,29,74.33,11,0,28,74.33
3731242,29,74.8,20,0,28,74.8
4674554,21,91.06,20,0,21,91.06
3659453,35,56.67,7,0,34,56.67
3323605,30,88.64,12,0,29,88.64
3379108,29,76.96,23,0,28,76.96
4900540,37,69.19,19,0,36,69.19
5264589,30,84.45,16,0,29,84.45
3332237,20,88.98,16,0,20,88.98
4754095,35,70.43,20,0,34,70.43
5170204,34,58.65,21,0,33,58.65
3734532,31,72.2,13,0,30,72.2
3558444,28,71.74,16,0,27,71.74
4836279,25,66.08,21,0,25,66.08
5318378,39,94.52,21,0,38,94.52
4885993,33,81.91,15,0,32,81.91
5321585,28,70.93,19,0,27,70.93
4722420,29,69.98,17,0,28,69.98
3896636,36,69.97,15,0,35,69.97
4482184,45,91.02,21,0,44,91.02
4095099,26,75.87,19,0,26,75.87
4488296,22,75.81,13,0,22,75.81
4328371,22,70.03,18,0,22,70.03
4399757,30,83.53,19,0,29,83.53
4361222,26,82.74,15,0,26,82.74
5180380,33,75.58,18,0,32,75.58
4696315,27,84.36,13,0,26,84.36
3275036,40,66.49,19,0,39,66.49
4168923,30,85.99,21,0,29,85.99
5474650,41,76.35,16,0,40,76.35
4558792,38,74.54,16,0,37,74.54
4984593,32,88.72,14,0,31,88.72
3326364,34,90.9,11,0,33,90.9
3227493,34,75.63,12,0,33,75.63
3577173,28,63.83,25,0,27,63.83
5150071,24,61.85,16,0,24,61.85
3876076,32,79.07,20,0,31,79.07
3211312,30,71.18,18,0,29,71.18
3333487,16,72.13,19,0,16,72.13
5481214,27,86.62,22,0,26,86.62
3600634,30,95.68,13,0,29,95.68
4473568,31,71.75,11,0,30,71.75
5104521,34,57.34,16,0,33,57.34
4766646,31,72.63,21,0,30,72.63
3836255,27,67.83,15,0,26,67.83
5359915,32,72.17,17,0,31,72.17
4627854,38,69.38,26,0,37,69.38
5310218,32,68.99,20,0,31,68.99
5453206,38,88.03,20,0,37,88.03
4137496,26,75.81,15,0,26,75.81
3627020,35,77.92,9,0,34,77.92
3166111,22,84.48,18,0,22,84.48
3070282,25,74.46,29,0,25,74.46
4480507,25,73.39,14,0,25,73.39
3804195,34,84.07,14,0,33,84.07
3113373,24,82.94,14,0,24,82.94
4378893,31,73.22,22,0,30,73.22
4352472,33,88.03,23,0,32,88.03
4564263,27,75.45,14,0,26,75.45
4259192,26,80.5,16,0,26,80.5
4353677,34,63.78,18,0,33,63.78
5150165,31,64.87,15,0,30,64.87
5212364,33,68.24,8,0,32,68.24
5358388,26,77.13,18,0,26,77.13
5315761,34,67.74,18,0,33,67.74
3563608,17,70.82,16,0,17,70.82
4723356,38,69.93,14,0,37,69.93
4445512,25,83.16,18,0,25,83.16
4115852,33,55.06,13,0,32,55.06
4181754,26,53.69,14,0,26,53.69
3853466,43,67.91,17,0,42,67.91
5026961,28,68.87,22,0,27,68.87
4934144,20,83.3,11,0,20,83.3
4891256,28,79.58,19,0,27,79.58
4876853,37,68.41,13,0,36,68.41
3331436,23,73.83,12,0,23,73.83
3386491,37,69.87,23,0,36,69.87
4052862,31,85.81,18,0,30,85.81
5436726,28,65.46,12,0,27,65.46
4638458,33,81.6,16,0,32,81.6
4310468,34,70.77,16,0,33,70.77
4560545,33,72.74,20,0,32,72.74
4359594,27,82.78,19,0,26,82.78
5166922,17,72.24,31,0,17,72.24
4315611,17,68.58,19,0,17,68.58
4819601,39,70.2,13,0,38,70.2
4841310,23,78.6,16,0,23,78.6
5276928,38,77.47,13,0,37,77.47
3678187,27,69.62,13,0,26,69.62
3412619,21,70.15,21,0,21,70.15
4913196,33,66.01,14,0,32,66.01
4814790,22,81.02,15,0,22,81.02
4124506,28,81.97,14,0,27,81.97
4645503,34,75.61,22,0,33,75.61
4655288,29,69.46,23,0,28,69.46
3260055,24,75.05,19,0,24,75.05
5193797,33,80.71,22,0,32,80.71
5381906,25,79.42,15,0,25,79.42
5212887,35,59.24,10,0,34,59.24
3774273,40,68.79,25,0,39,68.79
4450687,29,68.38,12,0,28,68.38
4794344,43,72.64,10,0,42,72.64
3039090,25,63.73,25,0,25,63.73
4161453,35,78.15,17,0,34,78.15
3678362,30,80.81,14,0,29,80.81
3391761,35,68.68,16,0,34,68.68
3084719,26,79.97,17,0,26,79.97
4380347,34,68.61,16,0,33,68.61
4184446,24,60.74,18,0,24,60.74
4146420,35,80.73,18,0,34,80.73
5470338,29,79.68,11,0,28,79.68
3712438,34,74.35,16,0,33,74.35
5192256,26,75.36,19,0,26,75.36
5338892,24,85.39,18,0,24,85.39
5187887,31,75.8,21,0,30,75.8
4543239,37,86.87,20,0,36,86.87
4517794,29,73.79,15,0,28,73.79
4231712,36,79.74,12,0,35,79.74
3319911,25,77.37,19,0,25,77.37
5373437,38,83.03,23,0,37,83.03
